번호,지역,상호,주소,기간,상표,셀프여부,고급휘발유,휘발유,경유,실내등유
A0002963,경기 안성시,해오름셀프주유소,경기 안성시 일죽면 서동대로 7787,20260629,S-OIL,셀프,0,1854,1854,0
A0002922,경기 안성시,현대대성셀프주유소,경기 안성시 중앙로 177 (신건지동),20260629,HD현대오일뱅크,셀프,2353,1893,1885,0
A0002982,경기 안성시,형제주유소,경기 안성시 공도읍 덕봉서원로 100,20260629,SK에너지,일반,0,1925,1845,1700
A0026047,경기 안성시,화봉주유소,경기 안성시 일죽면 금일로 186,20260629,S-OIL,셀프,0,1978,1938,0
A0003184,경기 안성시,흥인주유소,경기 안성시 대덕면 서동대로 4880,20260629,GS칼텍스,셀프,0,1886,1998,1500
A0003419,경기 안성시,희망가득주유소,경기 안성시 삼죽면 서동대로 6102,20260629,HD현대오일뱅크,셀프,0,1869,1848,0
A0001949,경기 안양시,(주)서율주유소 석수점,경기 안양시 만안구 안양로 574 (석수동),20260629,HD현대오일뱅크,셀프,2411,1930,1910,0
A0001980,경기 안양시,(주)세광 푸른주유소,경기 안양시 만안구 오리로 11 (박달동),20260629,HD현대오일뱅크,셀프,0,1939,1965,0
A0001939,경기 안양시,(주)안국에너지 서진주유소,경기 안양시 만안구 안양로 425 (안양동),20260629,SK에너지,셀프,0,1968,1958,1530
A0001922,경기 안양시,(주)양지,경기 안양시 만안구 양화로 44 (안양동),20260629,GS칼텍스,셀프,0,1985,1985,0
A0008227,경기 안양시,(주)호정디엔이 열린주유소,경기 안양시 동안구 관악대로 248 (비산동),20260629,GS칼텍스,셀프,0,1995,1995,1600
A0008207,경기 안양시,HD현대오일뱅크㈜직영 관양현대셀프주유소,경기 안양시 동안구 관악대로 414,20260629,HD현대오일뱅크,셀프,2339,1940,1904,0
A0018991,경기 안양시,HD현대오일뱅크㈜직영 동안주유소,경기 안양시 동안구 시민대로 98 (호계동),20260629,HD현대오일뱅크,일반,2324,1943,1904,1678
A0001952,경기 안양시,HD현대오일뱅크㈜직영 비산현대셀프주유소,경기 안양시 동안구 경수대로 839 (비산동),20260629,HD현대오일뱅크,셀프,2337,1940,1914,0
A0001946,경기 안양시,HD현대오일뱅크㈜직영 신안주유소,경기 안양시 만안구 박달로 432 (박달동),20260629,HD현대오일뱅크,일반,2337,1940,1924,1683
A0001950,경기 안양시,KH에너지㈜직영 평촌신도시주유소,경기 안양시 동안구 시민대로 301,20260629,SK에너지,셀프,2295,1895,1885,0
A0008198,경기 안양시,KH에너지㈜직영 평촌주유소,경기 안양시 동안구 평촌대로 99,20260629,SK에너지,셀프,2295,1895,1885,0
A0000263,경기 안양시,㈜세일 구도일주유소 박달,경기 안양시 만안구 박달로 274 (박달동),20260629,S-OIL,셀프,0,1989,1965,0
A0000180,경기 안양시,㈜세일 구도일주유소 안양,경기 안양시 만안구 만안로 135,20260629,S-OIL,셀프,0,1999,1985,1600
A0001983,경기 안양시,㈜천이코끼리주유소,경기 안양시 만안구 박달로 464 (박달동),20260629,HD현대오일뱅크,셀프,2370,1995,1985,0
A0008187,경기 안양시,구도일주유소 청강,경기 안양시 동안구 관악대로 159,20260629,S-OIL,셀프,0,1999,1985,0
A0008133,경기 안양시,기쁨두배주유소,경기 안양시 동안구 시민대로 67 (호계동),20260629,SK에너지,일반,0,2009,2049,1650
A0001904,경기 안양시,남경주유소㈜,경기 안양시 만안구 경수대로 1279 (석수동),20260629,SK에너지,셀프,0,1935,1925,0
A0001913,경기 안양시,뉴그린주유소,경기 안양시 만안구 박달로 569 (안양동),20260629,GS칼텍스,셀프,0,1997,1996,1730
A0001978,경기 안양시,대신석유(주)남서울주유소,경기 안양시 만안구  경수대로 1425 (석수동),20260629,SK에너지,셀프,0,1847,1827,0
A0001961,경기 안양시,대한주유소,경기 안양시 동안구 경수대로 510 (호계동),20260629,HD현대오일뱅크,셀프,2380,1887,1877,0
A0008193,경기 안양시,동일석유㈜제일주유소,경기 안양시 동안구 경수대로 962,20260629,SK에너지,셀프,2295,1938,1938,0
A0000215,경기 안양시,마하주유소,경기 안양시 만안구 엘에스로 237 (안양동),20260629,GS칼텍스,셀프,2498,2048,2048,1697
A0008179,경기 안양시,서일석유(주)서일주유소,경기 안양시 동안구 엘에스로 56 (호계동),20260629,GS칼텍스,셀프,0,1894,1884,0
A0001893,경기 안양시,쓰리원주유소,경기 안양시 동안구 시민대로 93 (호계동),20260629,GS칼텍스,셀프,0,2073,2098,0
A0008216,경기 안양시,씨앤에스유통㈜ 구도일주유소 새안양,경기 안양시 동안구 흥안대로 463,20260629,S-OIL,셀프,0,1995,1985,0
A0005592,경기 안양시,안양동주유소,경기 안양시 만안구 박달로 552 (안양동),20260629,알뜰주유소,셀프,0,1979,1869,0
A0001905,경기 안양시,안양알찬주유소,경기 안양시 만안구 안양로 49 (안양동),20260629,S-OIL,셀프,0,2095,2085,0
A0001938,경기 안양시,안양원예농업협동조합주유소,경기 안양시 만안구  오리로 60,20260629,NH-OIL,셀프,0,1997,1995,1600
A0001979,경기 안양시,주식회사안양석유,경기 안양시 만안구 경수대로 1374,20260629,HD현대오일뱅크,셀프,0,1928,1910,0
A0009898,경기 안양시,지에스칼텍스(주)근화주유소,경기 안양시 동안구 흥안대로 436 (평촌동),20260629,GS칼텍스,셀프,2435,1905,1899,1550
A0001853,경기 안양시,지에스칼텍스(주)꿈주유소,경기 안양시 동안구 귀인로 285 (평촌동),20260629,GS칼텍스,일반,2488,1938,1912,1820
A0010187,경기 안양시,첫사랑주유소,경기 안양시 동안구 부림로 194 (관양동),20260629,SK에너지,셀프,0,1895,1885,0
A0001856,경기 안양시,청기와주유소,경기 안양시 만안구 만안로 114,20260629,HD현대오일뱅크,일반,0,2038,1988,1798
A0008158,경기 안양시,플라트(주)금성주유소,경기 안양시 동안구 시민대로 325,20260629,GS칼텍스,셀프,2295,1895,1885,1700
A0001881,경기 안양시,한길주유소 ㈜한길산업개발,경기 안양시 만안구 안양로 72,20260629,HD현대오일뱅크,일반,2294,2145,2128,0
A0005030,경기 양주시,(주)교현 알뜰주유소,경기 양주시 장흥면 북한산로 863,20260629,알뜰주유소,셀프,0,1911,1911,0
A0005003,경기 양주시,(주)어하둥둥알뜰주유소,경기 양주시 부흥로 1300,20260629,알뜰주유소,셀프,0,1885,1885,1480
A0004817,경기 양주시,(주)영원주유소,경기 양주시 고덕로 304 (고읍동),20260629,HD현대오일뱅크,셀프,0,1999,1989,1600
A0004991,경기 양주시,HD현대오일뱅크㈜직영 드림셀프주유소,경기 양주시 고읍로 146,20260629,HD현대오일뱅크,셀프,2360,1934,1903,0
A0004417,경기 양주시,KH에너지㈜직영 대복주유소,경기 양주시 부흥로 1807,20260629,자가상표,셀프,0,1844,1844,0
A0032669,경기 양주시,KH에너지㈜직영 양주주유소(일산방향),경기 양주시 장흥면 수도권제1순환고속도로 58,20260629,SK에너지,셀프,0,1919,1894,0
A0004339,경기 양주시,SK조광셀프주유소,경기 양주시 백석읍 권율로 1375,20260629,SK에너지,셀프,0,1929,1919,0
A0004738,경기 양주시,㈜경선이엔지,경기 양주시 장흥면 호국로 777,20260629,SK에너지,셀프,0,1985,1985,0
A0012067,경기 양주시,㈜뉴페이스 정직한주유소,경기 양주시 남면 화합로 591,20260629,HD현대오일뱅크,셀프,0,1945,1915,0
A0004975,경기 양주시,㈜삼표에너지 고읍주유소,경기 양주시 부흥로 1941,20260629,GS칼텍스,셀프,2454,1999,1929,1650
A0004712,경기 양주시,㈜신원,경기 양주시 백석읍 중앙로 246,20260629,HD현대오일뱅크,셀프,0,1953,1943,0
A0006122,경기 양주시,㈜원흥.양주지점 제이앤에스,경기 양주시 평화로 1107 (산북동),20260629,HD현대오일뱅크,셀프,2264,1844,1844,0
A0004819,경기 양주시,㈜제이씨네트웍 양주제일백석점,경기 양주시 백석읍 부흥로 991,20260629,HD현대오일뱅크,셀프,0,1883,1883,0
A0004398,경기 양주시,가야주유소,경기 양주시 백석읍 양주산성로 501,20260629,HD현대오일뱅크,일반,0,1998,1998,0
A0004221,경기 양주시,감악산주유소,경기 양주시 남면 감악산로 144,20260629,GS칼텍스,일반,0,2035,2029,0
A0004998,경기 양주시,갤러리주유소,경기 양주시 어하고개로 107-2 (삼숭동),20260629,SK에너지,일반,0,2093,2093,1500
A0004496,경기 양주시,경기주유소,경기 양주시 남면 개나리길 83,20260629,SK에너지,일반,0,2037,2027,0
A0004520,경기 양주시,경진주유소,경기 양주시 백석읍 중앙로 261,20260629,S-OIL,일반,0,1958,1948,1600
A0004285,경기 양주시,고개로주유소,경기 양주시 광적면 그루고개로 89,20260629,SK에너지,일반,0,1995,1965,1590
A0004424,경기 양주시,광남주유소 한양산업개발㈜,경기 양주시 남면 삼일로 366,20260629,SK에너지,셀프,2345,2005,1995,0
A0017725,경기 양주시,광적주유소,경기 양주시 광적면 부흥로 917,20260629,S-OIL,셀프,0,1885,1885,0
A0004251,경기 양주시,금강주유소,경기 양주시 부흥로 1643,20260629,S-OIL,셀프,0,1998,1988,1950
A0000201,경기 양주시,금정주유소,경기 양주시 화합로 1433,20260629,HD현대오일뱅크,일반,0,1958,1948,1700
A0004592,경기 양주시,남방셀프주유소,경기 양주시 녹양로 221 (남방동),20260629,HD현대오일뱅크,셀프,0,1999,1989,1500
A0004780,경기 양주시,대경주유소,경기 양주시 광적면 부흥로 844,20260629,GS칼텍스,셀프,0,1883,1883,0
A0005034,경기 양주시,대박주유소,경기 양주시 평화로 1381,20260629,S-OIL,셀프,2264,1864,1854,1500
A0000732,경기 양주시,덕도주유소,경기 양주시 광적면 화합로 143,20260629,SK에너지,일반,0,2068,1978,1680
A0004926,경기 양주시,동일석유㈜봉양동일주유소,경기도 양주시 평화로 1998-0,20260629,SK에너지,셀프,2394,1894,1894,0
A0002736,경기 양주시,동일석유㈜회천동일주유소,경기 양주시 평화로 1803,20260629,SK에너지,셀프,0,1894,1894,0
A0004487,경기 양주시,모정제2주유소/충전소,경기 양주시 은현면 화합로 959,20260629,SK에너지,셀프,2438,1997,1987,1700
A0004589,경기 양주시,모정주유소/충전소,경기 양주시 화합로 1547 (회암동),20260629,SK에너지,셀프,2438,1997,1987,1700
A0004365,경기 양주시,봉양주유소,경기 양주시 칠봉산로 216 (봉양동),20260629,SK에너지,일반,0,1998,1997,1600
A0004828,경기 양주시,북양주IC주유소,경기 양주시 평화로 1915 (봉양동),20260629,S-OIL,셀프,2313,1884,1883,0
A0004613,경기 양주시,사과나무주유소/충전소,경기 양주시 부흥로 1881 (광사동),20260629,SK에너지,셀프,0,1854,1854,0
A0004253,경기 양주시,산북주유소,경기 양주시 평화로 1309,20260629,SK에너지,셀프,0,1897,1877,1700
A0004351,경기 양주시,상수주유소,경기 양주시 남면 감악산로 107,20260629,S-OIL,셀프,0,1945,1945,1600
A0004808,경기 양주시,서울이엔지㈜ 일월주유소,경기 양주시 백석읍 부흥로 1126,20260629,HD현대오일뱅크,셀프,0,1883,1883,0
A0004627,경기 양주시,석우리주유소,경기 양주시 광적면 광적로 192,20260629,S-OIL,셀프,0,1959,1849,0
A0004821,경기 양주시,셀프제일주유소,경기 양주시 장흥면 권율로 111,20260629,알뜰주유소,셀프,0,1983,1968,0
A0005051,경기 양주시,송추월드주유소,경기 양주시 장흥면 호국로 621,20260629,HD현대오일뱅크,셀프,0,1989,1979,1700
A0004399,경기 양주시,송추주유소,경기 양주시 장흥면 호국로 513,20260629,SK에너지,일반,0,2295,2195,0
A0033396,경기 양주시,양주농협클린주유소,경기 양주시 고덕로 274,20260629,NH-OIL,셀프,0,1994,1984,1500
A0004544,경기 양주시,양주제일주유소,경기 양주시 부흥로 1820 (광사동),20260629,HD현대오일뱅크,일반,0,1849,1849,0
A0004306,경기 양주시,엠제이주유소,경기도 양주시 동일로 934  (마전동),20260629,HD현대오일뱅크,일반,0,1998,1998,1600
A0004407,경기 양주시,오남주유소,경기 양주시 백석읍 권율로 1072,20260629,SK에너지,일반,0,1996,1995,1650
A0004784,경기 양주시,오륜에너지,경기 양주시 광적면 현석로 768,20260629,SK에너지,셀프,0,2065,2055,1700
A0004545,경기 양주시,오봉주유소,경기 양주시 장흥면 북한산로 900-14,20260629,SK에너지,셀프,0,1939,1936,0
A0004735,경기 양주시,오산주유소,경기 양주시 백석읍 중앙로 210,20260629,SK에너지,일반,0,1989,1978,1650
A0004542,경기 양주시,우진주유소,경기 양주시 남면 삼일로 596,20260629,HD현대오일뱅크,일반,0,1937,1937,0
A0004794,경기 양주시,유양주유소,경기 양주시 부흥로1398번길 102,20260629,GS칼텍스,일반,0,2039,1939,0
A0033559,경기 양주시,은현농협 에너지주유소,경기 양주시 은현면 화합로 1148,20260629,NH-OIL,셀프,0,1945,1935,1600
A0004882,경기 양주시,은현농협클린주유소,경기 양주시 은현면 은현로 1148,20260629,NH-OIL,셀프,0,1945,1935,1550
A0033132,경기 양주시,이케이에너지(주) 옥정주유소,경기 양주시 부흥로 2214,20260629,HD현대오일뱅크,셀프,2320,1874,1864,0
A0005002,경기 양주시,이케이에너지(주)행운주유소,경기 양주시 평화로 1772 (회정동),20260629,HD현대오일뱅크,셀프,0,1864,1864,0
A0004886,경기 양주시,장흥농협주유소,경기 양주시 장흥면 호국로 183,20260629,NH-OIL,셀프,0,1994,1984,1700
A0004931,경기 양주시,정암주유소,경기 양주시 은현면 화합로 1006,20260629,S-OIL,셀프,0,1884,1883,0
A0004279,경기 양주시,정인주유소,경기 양주시 남면 삼일로 758,20260629,SK에너지,일반,0,2018,1995,0
A0004552,경기 양주시,좋은주유소,경기 양주시 은현면 양연로 20,20260629,S-OIL,셀프,0,1939,1939,0
A0033387,경기 양주시,지에스칼텍스(주)양주옥정신도시주유소,경기 양주시 옥정로 300,20260629,GS칼텍스,셀프,0,1909,1899,0
A0033233,경기 양주시,지에스칼텍스㈜ 양주센트럴파크주유소,경기 양주시 옥정로 74,20260629,GS칼텍스,셀프,2439,1909,1899,0
A0033789,경기 양주시,지에스칼텍스㈜ 양주시청앞주유소,경기 양주시 평화로 1072,20260629,GS칼텍스,셀프,0,1895,1899,0
A0033038,경기 양주시,지에스칼텍스㈜ 양주신도시주유소,경기 양주시 부흥로 2305,20260629,GS칼텍스,셀프,2459,1909,1899,1350
A0033409,경기 양주시,지에스칼텍스㈜ 은현IC주유소,경기 양주시 은현면 선하로 96,20260629,GS칼텍스,셀프,0,1895,1899,1569
A0004420,경기 양주시,지에스칼텍스㈜ 함박주유소,경기 양주시 평화로 1820,20260629,GS칼텍스,일반,0,1895,1899,1559
A0004759,경기 양주시,천마주유소,경기 양주시 부흥로 1317,20260629,S-OIL,일반,0,1999,1999,0
A0004822,경기 양주시,카이에너지㈜ 복지주유소,경기 양주시 백석읍 중앙로 175,20260629,SK에너지,일반,0,1965,1965,0
A0004832,경기 양주시,태양주유소,경기 양주시 남면 삼일로 457,20260629,GS칼텍스,셀프,0,2015,2015,1590
A0004273,경기 양주시,트로이목마주유소,경기 양주시 양주산성로 244 (어둔동),20260629,HD현대오일뱅크,일반,0,1914,1898,1650
A0004452,경기 양주시,프라임주유소,경기 양주시 광적면 그루고개로 82,20260629,SK에너지,일반,0,1995,1965,1590
A0004826,경기 양주시,하나셀프주유소,경기 양주시 백석읍 부흥로 1024,20260629,GS칼텍스,셀프,0,1885,1885,1580
A0004848,경기 양주시,하늘에너지㈜남경주유소,경기 양주시 평화로 2023,20260629,GS칼텍스,셀프,2394,1984,1974,1500
A0004855,경기 양주시,한길주유소,경기 양주시 광적면 권율로 1593,20260629,GS칼텍스,셀프,0,2015,1995,1620
